time,open,high,low,close,volume
2017-01-01 01:00:00,958.79175472,967.51,958.79175472,964.32209017,20.07386504
2017-01-01 02:00:00,965.666,966.79999994,962.0,962.99999999,15.47020184
2017-01-01 03:00:00,962.99999999,964.99999999,958.21600002,959.0,13.957849
2017-01-01 04:00:00,959.99999999,959.99999999,956.67598141,959.0,7.10553774
2017-01-01 05:00:00,959.9290938,963.73927964,959.9290938,963.73927964,7.10702427
2017-01-01 06:00:00,963.73927158,965.0,962.76930359,962.86000016,6.58184682
2017-01-01 07:00:00,964.0,966.61499999,962.85999999,966.17368384,7.11796546
2017-01-01 08:00:00,965.00000055,966.14999996,961.7,964.13326735,14.62517062
2017-01-01 09:00:00,964.13326801,967.0,964.13326801,966.75,9.72081895
2017-01-01 10:00:00,966.99999999,968.0,961.7,963.250005,20.85231904
2017-01-01 11:00:00,962.00000002,963.99999998,957.02,960.54319521,22.88805596
2017-01-01 12:00:00,960.97761407,967.46186749,960.19226674,962.10168116,28.51773788
2017-01-01 13:00:00,962.57926694,964.68998972,961.0899636,964.50000015,6.73775342
2017-01-01 14:00:00,964.49999766,965.61528653,962.61528653,964.13354144,7.5478782
2017-01-01 15:00:00,964.13354232,967.99989999,963.68010837,967.8,12.81341663
2017-01-01 16:00:00,966.99999999,967.85,962.72003911,963.76912147,12.33138236
2017-01-01 17:00:00,963.76912147,965.61528862,963.21284972,963.85195701,11.58038726
2017-01-01 18:00:00,965.61528862,975.26100767,964.67378955,975.26100767,63.81315219
2017-01-01 19:00:00,975.26100767,976.301,970.64783357,974.51000806,20.10568634
2017-01-01 20:00:00,974.51001253,976.301,972.06373509,974.0,4.05496131
2017-01-01 21:00:00,973.39,975.25100262,970.71223893,974.99999999,8.6645979
2017-01-01 22:00:00,973.73407716,976.0,972.54763186,976.0,11.96194003
2017-01-01 23:00:00,976.0,980.00000001,976.0,979.15442978,36.44768141
2017-01-02 00:00:00,979.15442979,999.9,979.15442979,995.13317573,172.0427626
2017-01-02 01:00:00,993.73245169,998.67475873,991.00000071,994.29353106,47.78522223
2017-01-02 02:00:00,993.00000159,1002.0,993.00000159,996.59538192,99.84112629
2017-01-02 03:00:00,998.24999999,1000.0,994.69436723,999.70000119,65.52227673
2017-01-02 04:00:00,997.90001872,1006.55,997.90001872,1005.84692623,92.11898999
2017-01-02 05:00:00,1005.84692623,1008.54999326,1001.84692611,1005.99999956,64.39810731
2017-01-02 06:00:00,1005.99999939,1007.40360648,1000.2,1005.99999949,96.0947808
2017-01-02 07:00:00,1004.99999999,1005.99999991,994.74180566,999.36463982,232.13537081
2017-01-02 08:00:00,999.92218873,1001.61855891,998.78101616,1001.0,19.56277538
2017-01-02 09:00:00,1001.61855471,1002.29527406,997.11485556,998.79014392,56.60436971
2017-01-02 10:00:00,1001.99999991,1008.72184235,997.18400001,1008.72184235,55.21437063
2017-01-02 11:00:00,1007.85872003,1017.0,1007.85872003,1012.99999844,74.47316975
2017-01-02 12:00:00,1011.70463477,1017.99999999,1005.36570622,1016.40000001,35.86888426
2017-01-02 13:00:00,1016.75199999,1017.99999999,1013.45820897,1014.78896246,16.45152388
2017-01-02 14:00:00,1013.45820897,1014.89499987,1010.0,1013.21999998,37.83196426
2017-01-02 15:00:00,1011.76600095,1019.94999999,1011.76600095,1018.92603154,35.25913256
2017-01-02 16:00:00,1019.0,1019.94999999,1011.0,1014.89692865,48.37255461
2017-01-02 17:00:00,1014.89692863,1020.0,1011.40001287,1019.81726804,48.06012069
2017-01-02 18:00:00,1019.81726794,1024.0,1017.96518928,1023.99999999,56.78318709
2017-01-02 19:00:00,1023.99999999,1034.32896003,1023.00000095,1033.5,71.48335836
2017-01-02 20:00:00,1033.5,1033.9990995,1023.38596841,1028.86999888,139.89873744
2017-01-02 21:00:00,1028.86999888,1029.00000245,1000.00000001,1017.20000677,221.377767
2017-01-02 22:00:00,1019.00519518,1028.28111929,1015.76373813,1025.50000375,50.19431117
2017-01-02 23:00:00,1025.50000375,1029.72687521,1021.1,1028.0,39.30520912
2017-01-03 00:00:00,1027.53000002,1033.9990995,1025.3945903,1027.19777416,75.44522664
2017-01-03 01:00:00,1029.0999995,1031.09999998,1022.08670546,1024.49999964,67.37438844
2017-01-03 02:00:00,1024.49999964,1028.98386194,1020.93154734,1022.67810821,89.8869596
2017-01-03 03:00:00,1020.93154734,1023.39519742,1011.0713565,1013.66007041,108.99431562
2017-01-03 04:00:00,1012.18140289,1024.05221194,994.00000044,1024.05221194,344.8426033
2017-01-03 05:00:00,1024.05221194,1025.0,1014.85898962,1017.0,63.86304483
2017-01-03 06:00:00,1017.49999997,1024.99999999,1014.85898962,1022.0017823,40.49352248
2017-01-03 07:00:00,1020.00000001,1022.00178184,1016.23668713,1019.00000076,19.4010947
2017-01-03 08:00:00,1019.00000076,1030.35455897,1018.00000023,1027.89435292,59.04873364
2017-01-03 09:00:00,1027.9043529,1029.40678486,1023.15000006,1028.78073475,33.05390683
2017-01-03 10:00:00,1028.6797353,1028.77973407,1020.0,1024.99999932,45.48879846
2017-01-03 11:00:00,1023.37600348,1028.999,1023.37600348,1027.90845791,11.49644593
2017-01-03 12:00:00,1028.36329008,1028.999,1024.55918998,1027.27494386,12.87029271
2017-01-03 13:00:00,1027.85843602,1027.85843603,1021.7999948,1023.45001295,30.90512453
2017-01-03 14:00:00,1023.45001295,1025.00000491,1018.78084087,1021.0,51.68113878
2017-01-03 15:00:00,1020.11214093,1022.12656104,1015.40000001,1020.60000451,59.66169429
2017-01-03 16:00:00,1021.99999999,1025.00000491,1016.0000003,1017.0000012,61.54287824
2017-01-03 17:00:00,1017.95621188,1022.67813577,1011.0,1012.814399,58.31215323
2017-01-03 18:00:00,1016.85820444,1019.99999999,1010.0,1019.99999993,90.66560273
2017-01-03 19:00:00,1019.99999993,1022.0,1016.60198191,1020.44,31.45916667
2017-01-03 20:00:00,1020.44,1025.98126518,1019.30000001,1021.5,38.14475047
2017-01-03 21:00:00,1023.99999304,1024.82899631,1012.9,1018.32000001,57.39982192
2017-01-03 22:00:00,1018.38100001,1021.0,1014.1,1014.46000003,64.43088591
2017-01-03 23:00:00,1017.52362508,1021.17574655,1012.23593031,1018.06785697,75.89915768
2017-01-04 00:00:00,1017.99999999,1019.44489504,1013.0,1015.45015727,66.61795306
2017-01-04 01:00:00,1015.45015836,1020.0178,1013.1266112,1020.0,38.50409473
2017-01-04 02:00:00,1020.0,1025.5,1018.36557888,1020.48971801,37.58482926
2017-01-04 03:00:00,1020.48971801,1024.83883678,1017.00000003,1023.29999998,52.31404275
2017-01-04 04:00:00,1023.0,1027.74006947,1018.72,1024.31987645,62.27062445
2017-01-04 05:00:00,1022.40700186,1028.99,1016.93177388,1027.94999998,73.83319694
2017-01-04 06:00:00,1027.95,1029.0,1025.01589058,1029.0,62.76899385
2017-01-04 07:00:00,1029.0,1041.85398944,1027.8,1037.1,141.78403943
2017-01-04 08:00:00,1037.1,1043.89898493,1035.90069968,1041.84599999,62.98765598
2017-01-04 09:00:00,1041.84599999,1045.99999999,1037.27606911,1043.02205141,38.21008772
2017-01-04 10:00:00,1043.02205362,1045.99999999,1039.46521035,1039.8000038,29.61714511
2017-01-04 11:00:00,1041.99999998,1052.86383786,1039.80000496,1050.56828404,83.46361536
2017-01-04 12:00:00,1048.77041661,1054.99999999,1044.68794903,1052.9,63.14268182
2017-01-04 13:00:00,1054.0,1058.80000008,1052.9,1058.47673621,108.23155651
2017-01-04 14:00:00,1058.06685329,1059.0,1055.00000073,1058.99999998,19.02029675
2017-01-04 15:00:00,1058.99199999,1065.0,1057.60000001,1058.41310249,78.2190295
2017-01-04 16:00:00,1058.41310249,1061.0,1056.30124448,1056.30124448,37.80273692
2017-01-04 17:00:00,1056.30124447,1065.0,1055.00000001,1063.40900442,58.56735037
2017-01-04 18:00:00,1065.0,1076.69812057,1063.40900335,1076.69812057,118.5144576
2017-01-04 19:00:00,1076.69812057,1086.48000004,1075.09135846,1079.99999989,184.24339837
2017-01-04 20:00:00,1079.99999989,1089.987,1075.0,1088.97,150.62945174
2017-01-04 21:00:00,1088.97,1095.0,1085.2,1094.49006004,155.85611803
2017-01-04 22:00:00,1094.49006004,1095.23421286,1057.02770894,1087.99999988,451.48741146
2017-01-04 23:00:00,1087.99999986,1090.30999999,1080.1,1085.75,86.18200479
2017-01-05 00:00:00,1085.75,1100.45001259,1083.47618919,1100.02,202.77917693
2017-01-05 01:00:00,1100.00000002,1133.08023293,1096.25,1131.42250006,316.8640991
2017-01-05 02:00:00,1131.42250004,1135.99999998,1125.99999996,1130.00000021,284.84141674
2017-01-05 03:00:00,1130.50000002,1134.885,1091.0,1120.0,393.54856993
2017-01-05 04:00:00,1120.0,1129.99999999,1091.00003119,1091.00003119,200.04340328
2017-01-05 05:00:00,1091.03000001,1115.32146782,1089.0,1095.0,187.99320672
2017-01-05 06:00:00,1095.0,1140.0,1094.0000011,1138.21103505,198.95020959
2017-01-05 07:00:00,1138.21103505,1148.0,1120.00000001,1136.0,232.41745779
2017-01-05 08:00:00,1134.10000001,1135.99,1097.00000009,1103.99999999,142.81917228
2017-01-05 09:00:00,1107.88399953,1140.0,1104.00000001,1129.01000001,143.46895544
2017-01-05 10:00:00,1128.5,1139.0,1120.0,1126.0,46.62041336
2017-01-05 11:00:00,1127.126,1139.0,1124.55000011,1137.74514047,87.35294542
2017-01-05 12:00:00,1135.74514048,1149.71009999,1128.0,1147.03000001,72.59971422
2017-01-05 13:00:00,1147.03000001,1159.103,1142.3166655,1145.0,180.80395678
2017-01-05 14:00:00,1145.0,1155.93937902,1140.00000001,1140.972626,71.7562011
2017-01-05 15:00:00,1142.11358964,1148.96587149,1135.0,1146.62889542,100.31191134
2017-01-05 16:00:00,1146.62889524,1148.79999697,1120.0,1137.39236962,155.02879146
2017-01-05 17:00:00,1133.02000002,1136.95999998,1035.0,1067.00000001,965.59622317
2017-01-05 18:00:00,1070.00000001,1111.0,1064.0,1084.99999998,389.78997
2017-01-05 19:00:00,1084.99999998,1100.0,1080.6387325,1088.74884984,86.75397776
2017-01-05 20:00:00,1085.51000021,1087.24166247,980.0,982.23352342,1166.20450401
2017-01-05 21:00:00,983.868504,1001.85018295,882.01,944.09290145,2195.54377792
2017-01-05 22:00:00,946.71481478,967.99999998,937.81854879,959.99999897,621.5684029
2017-01-05 23:00:00,959.99999897,995.0,952.72829305,994.99999999,538.87324511
2017-01-06 00:00:00,994.99999999,995.0,940.338,955.17628658,545.18761375
2017-01-06 01:00:00,958.51000008,969.00000001,949.5726427,960.01000051,286.45749666
2017-01-06 02:00:00,960.01000052,985.058661,960.01000051,982.50558641,226.41826368
2017-01-06 03:00:00,981.00000232,983.00000015,953.0,959.99999998,250.34452696
2017-01-06 04:00:00,958.956,977.88621198,950.0,968.82000001,180.52573013
2017-01-06 05:00:00,968.81999989,968.82000001,956.10740298,965.05975,54.36479656
2017-01-06 06:00:00,965.05975,1008.0,962.8168758,1007.99000003,444.27525104
2017-01-06 07:00:00,1007.999,1018.99148415,983.00000012,998.8,294.78981453
2017-01-06 08:00:00,998.8,1015.0,993.73480452,1012.98104867,86.81551674
2017-01-06 09:00:00,1014.9,1024.88,1004.91582196,1004.91582196,170.15374111
2017-01-06 10:00:00,1005.0,1007.0,950.0,950.0,308.72282058
2017-01-06 11:00:00,950.01000001,983.76715972,950.0,979.81575992,138.20536184
2017-01-06 12:00:00,979.81575995,983.76715972,970.0,970.98001001,42.49571252
2017-01-06 13:00:00,970.98001001,985.01,970.0,979.84378433,204.62234847
2017-01-06 14:00:00,979.84378433,981.21899961,969.00108245,973.36694887,80.40215842
2017-01-06 15:00:00,975.99999999,979.38,937.913,974.99999999,264.224077
2017-01-06 16:00:00,974.0,975.01000003,941.01,949.99000002,192.51851526
2017-01-06 17:00:00,951.02144021,958.99999999,910.99999979,932.99999997,442.60035368
2017-01-06 18:00:00,933.48999993,939.99999999,911.1,928.30551243,226.20725182
2017-01-06 19:00:00,927.0,928.30551275,870.0,892.43999996,1227.24724095
2017-01-06 20:00:00,890.00000007,898.98,874.148117,890.89000017,413.59968922
2017-01-06 21:00:00,889.11089293,907.89999998,889.11088911,903.33179786,318.87857343
2017-01-06 22:00:00,900.10000005,904.9899999,880.39694749,902.19780904,267.78152211
2017-01-06 23:00:00,901.10000043,919.98291433,901.10000043,914.01000287,290.50718968
2017-01-07 00:00:00,915.0,923.00000023,900.0,900.27529215,201.90131984
2017-01-07 01:00:00,902.99999996,913.29999985,901.97529181,910.10000107,117.35508546
2017-01-07 02:00:00,912.68029404,913.3,880.92005365,889.99999928,263.8584799
2017-01-07 03:00:00,886.00010029,901.0,884.47654142,890.99999795,199.04870125
2017-01-07 04:00:00,886.8860016,893.99428528,875.58,883.26645995,169.73893404
2017-01-07 05:00:00,887.65205296,903.75895,883.5,895.071704,166.8925085
2017-01-07 06:00:00,896.99999785,898.0410951,886.0,888.00000051,137.72108548
2017-01-07 07:00:00,889.10000187,896.0,883.0000004,896.0,108.62979264
2017-01-07 08:00:00,896.0,898.96838814,885.6,890.62338131,50.83356749
2017-01-07 09:00:00,890.62338131,892.45766688,856.201,865.27842296,240.64175614
2017-01-07 10:00:00,865.27842298,866.0000001,832.0,848.0,762.63462551
2017-01-07 11:00:00,848.0,853.27908779,825.0,837.76000239,333.5371243
2017-01-07 12:00:00,837.40000239,846.0,820.0,839.12000052,301.5866567
2017-01-07 13:00:00,841.8999994,852.0,830.267,830.2670016,126.14666355
2017-01-07 14:00:00,831.99999999,841.99999899,829.00000006,831.99999926,93.52170766
2017-01-07 15:00:00,831.99999988,841.66844133,828.0,838.1,192.4999544
2017-01-07 16:00:00,838.41599726,840.99999994,822.31873122,822.31873128,162.58956345
2017-01-07 17:00:00,822.31873123,889.99899915,818.45971802,889.99899915,563.92099297
2017-01-07 18:00:00,890.0,894.76127981,875.01000002,886.76399999,227.42752088
2017-01-07 19:00:00,886.76400014,888.57741002,874.19591181,878.86999998,111.73779343
2017-01-07 20:00:00,877.76263342,898.58599994,876.88574824,887.96999623,173.63842416
2017-01-07 21:00:00,882.12338405,887.94999461,860.0,875.56100158,264.1604938
2017-01-07 22:00:00,875.56100169,898.0,871.42100002,893.8999998,189.17582988
2017-01-07 23:00:00,893.89999974,895.32000001,880.0,891.0,258.78229556
2017-01-08 00:00:00,891.0,910.8275191,890.95402091,900.86980872,279.50371998
2017-01-08 01:00:00,900.86980872,909.0,900.0,903.00000091,111.21403242
2017-01-08 02:00:00,904.99999938,907.99999702,878.0,891.73847159,200.64807911
2017-01-08 03:00:00,891.7384716,902.12854069,883.00000004,888.99999999,67.3461015
2017-01-08 04:00:00,888.99999999,892.5588405,884.0,889.99999995,114.69213266
2017-01-08 05:00:00,890.00000006,896.44,885.05,889.70129829,112.56296286
2017-01-08 06:00:00,889.70129829,904.46937428,889.70129829,897.49999956,77.2913226
2017-01-08 07:00:00,896.251138,907.99989999,895.96295486,907.19047915,60.79615902
2017-01-08 08:00:00,907.0,907.25,896.05839121,897.0,85.80182328
2017-01-08 09:00:00,896.99000292,903.94304217,896.99000292,901.70823398,20.84004393
2017-01-08 10:00:00,901.70823398,920.20000001,897.85000315,920.1302,219.17703232
2017-01-08 11:00:00,919.6,922.0,917.91193385,921.99999981,65.07897299
2017-01-08 12:00:00,921.99999982,932.0,917.91194132,932.0,270.43297572
2017-01-08 13:00:00,932.11821354,939.65955395,920.37960729,934.99999999,255.59476807
2017-01-08 14:00:00,933.87000371,935.0,925.44600001,934.80000131,72.26865339
2017-01-08 15:00:00,934.96798948,938.0,928.10000002,931.99999847,65.11549491
2017-01-08 16:00:00,931.99999892,934.99998758,927.3,932.73034984,45.66887916
2017-01-08 17:00:00,932.73034984,938.0,931.1737619,936.89999857,88.82138619
2017-01-08 18:00:00,936.8999977,936.99999581,929.00100023,934.51867208,118.10067096
2017-01-08 19:00:00,933.89000001,934.51867207,910.000001,912.0,219.85298814
2017-01-08 20:00:00,913.99999985,924.81099995,912.00000083,915.40000114,99.19238845
2017-01-08 21:00:00,915.40000085,928.965,915.40000059,919.00000002,122.38384675
2017-01-08 22:00:00,920.99999128,928.59999988,919.00000031,924.0000003,65.20282311
2017-01-08 23:00:00,925.8732,925.8732,898.00000138,913.15999863,325.87088347
2017-01-09 00:00:00,912.75,914.09000001,902.00000112,904.0200026,65.80177595
2017-01-09 01:00:00,906.10000141,917.595,891.1,915.00000001,194.76701635
2017-01-09 02:00:00,917.50563069,918.22864384,907.64795582,912.1,72.07875632
2017-01-09 03:00:00,912.99999872,914.23999786,897.00000005,907.94999997,133.73937461
2017-01-09 04:00:00,907.94999999,918.92214081,906.0000001,915.00001829,99.37602471
2017-01-09 05:00:00,915.0,919.0,910.0,911.47999852,80.29804382
2017-01-09 06:00:00,911.0,917.99989971,901.69999598,914.22511527,95.83994753
2017-01-09 07:00:00,914.44556032,917.0,908.0,916.0,35.55275014
2017-01-10 02:00:00,893.29,893.29,893.28999999,893.28999999,0.57219955
2017-01-10 15:00:00,903.15195191,903.15195191,903.15195191,903.15195191,1.0
2017-01-10 18:00:00,912.10000043,912.10000043,912.10000043,912.10000043,0.00741175
2017-01-10 21:00:00,909.4398999,909.44,909.4398999,909.44,0.02196955
2017-01-10 22:00:00,908.82921505,909.82921503,908.82921505,909.111111,0.0048706
2017-01-11 00:00:00,906.08892404,906.08892404,904.50001432,904.50001432,0.06007992
2017-01-11 01:00:00,905.99899999,905.99899999,905.99899997,905.99899997,0.33833164
2017-01-11 04:00:00,905.50000139,905.50000139,905.50000139,905.50000139,0.00011832
2017-01-11 06:00:00,911.70000001,911.9989999,910.10000061,911.99899899,6.4120512
2017-01-11 07:00:00,907.83749708,907.83749708,907.1,907.1,0.121965
2017-01-11 09:00:00,910.0,910.00000001,910.0,910.0,0.18547605
2017-01-11 11:00:00,912.27001736,912.27001736,912.27001736,912.27001736,0.00961
2017-01-11 17:00:00,907.1644,907.1644,907.1644,907.1644,0.05058069
2017-01-11 19:00:00,838.0,849.0,838.0,849.0,3.64672331
2017-01-11 20:00:00,830.0,830.0,803.00000001,808.50000001,76.19943736
2017-01-11 21:00:00,814.99999999,819.00000003,794.81779997,816.00000022,4.03555963
2017-01-11 22:00:00,810.0,813.05406948,804.48838884,804.48838884,0.01426503
2017-01-12 00:00:00,797.0,815.99999875,797.0,815.99999875,0.04538676
2017-01-12 01:00:00,791.01,791.01,774.99999999,776.01110065,2.70973934
2017-01-12 02:00:00,779.00000001,779.00000001,779.00000001,779.00000001,0.00291173
2017-01-12 04:00:00,781.55000059,781.55000059,779.99999998,779.99999998,0.58266531
2017-01-12 05:00:00,782.0,787.0,782.0,785.89999061,5.6209549
2017-01-12 06:00:00,791.22200396,791.22200396,791.2220031,791.2220031,0.13188799
2017-01-12 07:00:00,785.20000078,785.20000078,783.00000001,783.00000001,1.79111167
2017-01-12 08:00:00,774.9,774.9,774.9,774.9,0.00642174
2017-01-12 09:00:00,764.01,764.01,758.10002,760.0,1.27814834
2017-01-12 10:00:00,775.00000046,775.99037988,775.00000004,775.99037988,2.08161975
2017-01-12 11:00:00,768.55885563,773.682641,767.00000002,770.64399759,0.39063768
2017-01-12 12:00:00,771.98101691,773.11742554,770.644,773.11742554,6.8503736
2017-01-12 13:00:00,770.75000463,770.75000463,767.13381696,767.13381696,0.16530811
2017-01-12 14:00:00,768.99999908,772.79892754,762.69614246,765.00000835,50.39218436
2017-01-12 16:00:00,764.26685445,769.00000067,764.26685445,766.00000151,2.69014379
2017-01-12 17:00:00,765.19187843,765.19187843,763.95709948,763.95710016,0.11943503
2017-01-12 18:00:00,760.95454004,767.64859205,760.95454004,767.64859205,4.77572326
2017-01-12 20:00:00,772.1046067,774.50325277,772.00000353,772.00000353,0.1545281
2017-01-12 23:00:00,786.68214164,786.68214164,786.0,786.0,0.03303346
2017-01-13 00:00:00,804.99999902,804.99999902,804.99999902,804.99999902,1.301
2017-01-13 02:00:00,803.45,807.98971056,803.44861063,805.9897092,40.19989358
2017-01-13 03:00:00,805.9897092,819.999,805.9897092,819.00000001,104.83233612
2017-01-13 04:00:00,819.99,825.19999983,814.50349551,821.29581807,232.25279104
2017-01-13 05:00:00,819.99999998,832.09999999,819.99999,826.99999997,95.24893002
2017-01-13 06:00:00,826.99999922,832.87989967,802.0,814.32,193.61856164
2017-01-13 07:00:00,816.125114,816.125114,800.0,800.0,1.46113904
2017-01-13 08:00:00,803.69527987,809.72600002,803.69527987,808.68333999,8.49876236
2017-01-13 09:00:00,811.00000199,811.00000199,811.00000199,811.00000199,0.04326172
2017-01-13 10:00:00,806.69170798,812.01899497,806.69170798,812.0000145,17.84416709
2017-01-13 11:00:00,812.0000142,812.0000142,788.0,788.00000001,146.19498414
2017-01-13 12:00:00,788.00000001,789.39999702,780.0999996,787.0,137.13586826
2017-01-13 13:00:00,786.99900001,789.39999854,780.0,784.00000004,150.90939833
2017-01-13 14:00:00,785.0,793.16660999,783.50881561,789.10647595,85.94901649
2017-01-13 15:00:00,789.10647595,791.47697983,776.02899497,780.68833696,51.56976713
2017-01-13 16:00:00,780.68833696,792.89549467,780.10000215,791.44,87.81220826
2017-01-13 17:00:00,792.43999881,805.8585361,790.0,803.0,107.40278876
2017-01-13 18:00:00,801.59723148,804.98999993,791.89265109,796.7,66.3702017
2017-01-13 19:00:00,795.99999985,802.77944642,795.99999985,800.57700018,46.99735923
